hour_of_day,amount,transaction_type,location_region,ip_prefix,login_frequency,session_duration,purchase_pattern,age_group,anomaly
4,0.01,2,2,172.16,7,141,1,2,2
20,287.49791676024427,1,4,172.16,4,77,0,0,1
21,386.5662117061807,2,0,192.0,7,147,1,2,1
8,355.5800865056542,2,2,192.0,1,31,2,1,1
5,168.48769391260367,2,1,172.16,1,26,2,1,1
8,0.01,3,2,192.0,1,38,2,1,0
15,555.5449262710445,1,0,172.0,5,50,0,0,1
6,806.9210312380108,4,0,172.0,1,31,2,1,1
1,44.072508918732126,1,0,172.16,3,77,0,0,1
16,338.7094105298413,1,0,172.16,5,62,0,0,1
2,329.61806706250854,4,4,10.0,8,136,1,2,1
11,919.7619741913076,4,1,10.0,5,52,0,0,1
13,494.61092616278086,4,1,172.16,3,68,0,0,1
1,987.149525796525,4,0,192.168,5,52,0,0,1
5,591.6005178728733,3,3,192.168,1,27,2,1,0
19,967.5829171441704,4,1,192.168,1,26,2,1,1
17,913.4580589208884,1,0,192.168,1,25,2,1,1
20,684.9189103344903,1,1,192.168,1,23,2,1,1
4,662.6761459144936,4,0,192.0,8,116,1,2,1
8,478.1762414523106,4,4,172.16,7,85,1,2,1
17,244.59695687012712,3,4,192.168,2,21,2,1,0
5,530.4990284208361,1,4,10.0,5,61,0,0,1
22,412.8735393746334,1,2,10.0,3,58,0,0,1
11,271.335449316595,1,3,172.0,2,38,2,1,1
5,499.059633414188,4,3,172.16,7,107,1,2,1
21,463.0238427656324,4,0,192.0,1,31,2,1,1
2,528.4037809363311,2,4,172.0,6,135,1,2,2
13,471.6690269260076,2,3,172.16,6,102,1,2,1
15,928.4326824086802,2,4,172.0,2,27,2,1,1
10,351.9290709464517,1,0,10.0,5,49,0,0,1
11,498.4227082588644,2,0,192.0,7,107,1,2,1
16,146.24396669156772,2,4,172.0,8,111,1,2,1
17,271.82114654829945,1,2,172.0,2,28,2,1,1
3,203.58651771942291,3,4,172.0,2,24,2,1,0
1,771.7376295434489,2,0,10.0,8,129,1,2,2
13,267.91647419002106,4,3,192.168,4,43,0,0,1
5,6.418931212906841,1,2,172.16,5,75,0,0,1
22,842.464539032226,4,1,172.16,2,29,2,1,1
10,755.0539700029816,1,3,172.16,5,75,0,0,1
10,611.1888627601859,1,2,192.0,2,38,2,1,1
5,495.06720777581495,1,0,172.16,2,39,2,1,1
23,599.4427605190934,4,4,10.0,7,139,1,2,1
17,645.3889171408689,3,2,172.16,1,32,2,1,0
5,995.6745867151552,2,2,172.0,7,126,1,2,2
18,321.4782480079113,4,0,172.16,5,63,0,0,1
8,871.1690144189172,1,4,172.0,5,55,0,0,1
3,0.01,2,1,192.0,7,123,1,2,2
0,348.40301260344575,4,0,172.16,5,53,0,0,1
4,814.500744388956,4,0,172.16,5,64,0,0,1
13,815.4965952568475,1,2,172.0,4,47,0,0,1
18,828.289561438817,2,2,10.0,2,33,2,1,1
13,167.8456796565718,4,2,192.168,2,22,2,1,1
21,589.6090067480617,2,3,10.0,7,119,1,2,1
5,648.1729945893707,4,3,192.0,3,40,0,0,1
7,588.0399000434678,2,4,10.0,6,108,1,2,1
13,331.6504777239443,4,4,192.168,4,44,0,0,1
6,551.0259311824209,4,1,10.0,3,67,0,0,1
2,551.0404573128787,2,2,10.0,7,112,1,2,2
2,774.2702650144279,2,4,10.0,6,121,1,2,2
13,498.417936684146,4,0,172.16,6,107,1,2,1
8,319.42304703061507,2,1,192.168,7,136,1,2,1
5,778.4700068774262,4,0,10.0,2,22,2,1,1
7,359.6135781928482,1,1,192.168,3,68,0,0,1
13,251.86644156499636,0,4,192.0,1,35,2,1,0
15,55.50102367369658,1,3,172.16,2,39,2,1,1
0,353.24672890330305,1,2,172.0,5,74,0,0,1
7,469.3528316653794,1,4,10.0,3,51,0,0,1
13,712.9690185343462,4,4,172.16,3,42,0,0,1
1,395.3867363575145,2,3,10.0,6,96,1,2,2
9,344.9184179085838,2,0,192.0,7,107,1,2,1
17,558.2474573373916,3,2,10.0,1,22,2,1,0
6,626.4136045793218,1,3,192.0,4,74,0,0,1
20,512.5159190663679,2,4,192.168,1,35,2,1,1
7,433.9163215070198,2,4,172.16,7,104,1,2,1
5,469.7058128326814,2,1,10.0,1,24,2,1,1
23,1025.8868728825191,0,4,10.0,2,21,2,1,0
3,653.6368320820659,4,0,10.0,8,141,1,2,1
22,562.2940897314338,0,1,172.0,1,20,2,1,0
13,680.4344118492285,2,0,172.0,8,116,1,2,1
2,468.970956565304,1,4,192.168,5,65,0,0,1
21,602.5332670068389,1,1,172.16,4,43,0,0,1
23,531.8692696131566,1,2,192.168,5,68,0,0,1
4,978.227720249631,1,2,172.16,3,63,0,0,1
20,677.2381389616885,4,3,192.168,3,51,0,0,1
23,399.7072041155545,1,1,10.0,4,76,0,0,1
7,533.2316994279546,1,2,10.0,2,24,2,1,1
13,1020.5250966367828,4,1,192.168,5,76,0,0,1
2,224.6546315333752,1,3,172.0,5,41,0,0,1
21,769.7862467964694,1,0,10.0,2,32,2,1,1
0,618.7841012399936,2,2,192.0,6,139,1,2,2
0,520.5350923665566,2,2,192.0,6,114,1,2,2
21,522.5892609241926,3,1,192.168,2,24,2,1,0
5,63.65063222625895,2,3,172.16,7,109,1,2,2
16,374.2084694021812,2,3,10.0,6,157,1,2,1
16,616.8692883091288,1,4,172.0,1,28,2,1,1
10,582.926027078913,2,4,172.0,7,153,1,2,1
15,588.623688840912,2,3,192.0,2,27,2,1,1
15,921.2447540053172,2,0,10.0,6,117,1,2,2
1,5.483401609083558,4,0,10.0,8,104,1,2,1
15,691.9810042686408,1,4,192.0,4,51,0,0,1
19,567.6551777063902,2,1,172.16,8,144,1,2,1
16,335.14416291476454,4,1,192.0,2,35,2,1,1
10,342.5138881527687,4,4,192.0,2,26,2,1,1
5,326.783453960995,4,0,172.0,7,87,1,2,1
18,589.09833635343,4,0,10.0,4,74,0,0,1
11,261.2726483780723,2,2,172.16,8,155,1,2,1
9,353.4812896220319,3,1,192.168,1,29,2,1,0
23,368.1869594713967,2,0,172.16,6,81,1,2,1
17,521.9883950871781,2,1,192.168,7,91,1,2,1
22,638.9475058831779,1,4,192.168,3,45,0,0,1
3,321.4855499973891,4,2,172.0,1,33,2,1,1
20,297.08845039792385,2,1,192.0,8,129,1,2,1
8,429.5383864353144,2,0,172.16,8,97,1,2,1
3,555.5422766697569,1,3,192.0,3,71,0,0,1
20,410.4797752101285,2,1,192.168,7,147,1,2,1
16,388.8460734787012,4,3,192.168,1,23,2,1,1
8,72.6560957830743,3,4,10.0,1,28,2,1,0
9,178.86511139444258,4,2,172.0,2,37,2,1,1
17,529.5331496839995,2,2,172.16,7,113,1,2,1
20,517.7368015482564,1,2,172.0,3,58,0,0,1
1,776.0947952909444,2,2,172.16,1,28,2,1,2
3,458.030777441212,4,3,192.0,4,75,0,0,1
2,309.3228840150909,2,1,10.0,6,133,1,2,2
5,754.7265759691845,1,1,172.16,5,56,0,0,1
20,351.22166839917844,4,4,172.16,3,74,0,0,1
21,531.4241755234727,2,1,172.0,6,91,1,2,1
9,469.2279569758392,1,0,192.168,4,51,0,0,1
0,684.8835621005551,1,2,192.168,3,42,0,0,1
11,146.4338912754539,1,2,10.0,2,39,2,1,1
9,379.33256789912986,2,2,10.0,6,114,1,2,1
8,715.3304891000034,1,2,192.168,3,57,0,0,1
7,422.537813721554,2,3,10.0,7,154,1,2,1
16,279.17251392444274,2,3,172.0,2,36,2,1,1
6,160.7248430872731,4,4,192.168,1,24,2,1,1
18,578.0225091219947,2,0,172.16,8,130,1,2,1
17,0.01,1,2,192.168,4,58,0,0,1
21,584.816982587028,4,1,172.0,8,142,1,2,1
18,509.8584094240609,4,3,172.16,7,97,1,2,1
5,500.03285686084496,2,0,172.16,7,159,1,2,2
1,683.799205564192,3,0,172.16,1,21,2,1,0
4,542.5684903660624,0,2,192.168,1,30,2,1,0
15,788.3591996084378,4,3,172.16,5,57,0,0,1
5,300.6504502751125,1,3,172.0,4,70,0,0,1
11,466.520234795663,4,1,192.168,1,21,2,1,1
3,1075.9110346118982,1,1,192.168,5,55,0,0,1
8,272.242078918179,2,0,192.0,1,29,2,1,1
3,526.940692784465,1,1,172.16,1,23,2,1,1
21,436.0747573614225,1,0,172.0,3,47,0,0,1
21,391.1222473325428,2,3,192.0,6,149,1,2,1
2,266.9174179150813,2,0,172.0,6,150,1,2,2
23,343.57643733347663,4,2,172.16,8,142,1,2,1
2,551.9848346564868,4,3,192.0,1,37,2,1,1
17,749.1721785702389,1,4,10.0,2,32,2,1,1
20,383.25556284641937,2,0,192.0,1,39,2,1,1
2,504.4419880072463,1,2,192.168,4,47,0,0,1
20,563.0395093813804,2,4,10.0,7,116,1,2,1
13,766.0630114782025,2,0,172.0,8,119,1,2,2
18,888.0523570454986,0,3,172.0,1,31,2,1,0
22,488.1635334995209,2,3,172.16,1,36,2,1,1
23,518.7831139122314,2,1,172.16,8,91,1,2,1
7,469.5062158987056,4,4,172.16,4,73,0,0,1
15,441.0484064531652,1,3,192.168,3,55,0,0,1
20,486.6788241701837,4,2,192.0,6,145,1,2,1
12,313.26069877115856,1,3,172.16,3,61,0,0,1
12,669.4782874019917,1,2,172.16,4,66,0,0,1
21,858.1872154874131,1,1,172.16,3,41,0,0,1
11,381.9596253599378,2,0,192.168,6,143,1,2,1
22,1122.953965198145,3,1,192.168,2,38,2,1,0
14,873.1345582450915,1,0,10.0,5,65,0,0,1
2,426.967104434464,4,0,172.16,2,23,2,1,1
6,159.4669619686416,2,4,172.16,1,33,2,1,1
12,405.9411556440341,1,2,192.168,5,57,0,0,1
11,172.78593916913582,0,0,172.16,2,29,2,1,0
9,925.4835387812044,2,1,172.16,7,106,1,2,2
0,505.9972149976654,1,0,192.0,4,43,0,0,1
19,568.1460331440143,2,1,10.0,7,140,1,2,1
0,485.83419603230624,1,3,172.16,3,54,0,0,1
11,416.60715249122376,4,0,172.16,5,51,0,0,1
11,398.6440175047597,2,1,192.168,8,85,1,2,1
3,478.8663446191037,4,4,10.0,5,68,0,0,1
8,671.2342233326219,2,3,192.0,7,141,1,2,1
6,79.0444670624886,1,2,192.0,3,77,0,0,1
11,253.4645365544246,4,1,172.16,2,26,2,1,1
15,562.6290896646696,2,1,192.168,7,118,1,2,1
12,551.0274826888996,2,3,172.16,8,150,1,2,1
13,491.7949143598841,4,0,192.168,2,20,2,1,1
10,419.0144690468381,2,2,192.0,8,89,1,2,1
9,543.3282203344891,1,1,192.0,2,22,2,1,1
5,496.8981722351338,2,0,172.16,1,28,2,1,1
19,810.0277415113417,4,2,192.0,6,149,1,2,1
12,0.01,2,3,10.0,7,142,1,2,1
18,1016.2194864408568,2,2,192.168,8,132,1,2,2
0,577.6636393040117,1,3,172.16,4,72,0,0,1
10,617.3929950113906,2,2,172.0,7,131,1,2,1
3,614.4337897533158,4,2,192.0,2,23,2,1,1
18,624.1469818097053,4,2,10.0,2,32,2,1,1
10,312.77373514276445,4,1,172.16,7,149,1,2,1
16,459.2836048674892,4,4,192.168,2,23,2,1,1
23,691.945679515886,2,4,172.16,7,110,1,2,1
22,1298.4176881878627,1,0,192.0,4,51,0,0,1
17,859.4279641075394,1,2,10.0,3,74,0,0,1
3,1179.1896591121963,4,2,172.16,1,36,2,1,1
20,536.4837996520835,1,3,192.168,3,73,0,0,1
10,548.1673340943072,2,0,192.0,1,26,2,1,1
4,477.7349316196204,1,4,192.0,1,34,2,1,1
13,859.0313974890117,4,3,172.0,8,87,1,2,1
18,121.95301062138007,2,1,192.0,7,149,1,2,1
15,109.13867135955064,4,4,10.0,1,20,2,1,1
15,497.3417786653229,2,2,192.168,6,147,1,2,1
11,349.9909735405068,1,3,192.168,3,49,0,0,1
21,266.23119877913746,2,1,10.0,7,119,1,2,1
23,282.4970833328563,2,1,172.16,6,142,1,2,1
21,289.25880860141297,0,0,172.16,2,35,2,1,0
20,163.73536188455824,2,0,172.16,1,38,2,1,1
13,777.5885893878994,2,4,192.168,8,135,1,2,2
10,796.5874381505768,2,0,192.168,8,101,1,2,2
9,470.3413851853008,4,1,10.0,6,132,1,2,1
11,570.2743879272824,4,3,172.16,6,150,1,2,1
10,652.3935906284489,2,3,172.0,6,113,1,2,1
3,249.1537637364866,2,0,192.168,7,98,1,2,2
10,531.392828869674,1,0,192.168,4,78,0,0,1
20,26.981300479298056,2,2,192.168,1,32,2,1,1
2,970.188647627431,1,0,10.0,4,69,0,0,1
1,712.2772268400523,1,3,172.0,1,35,2,1,1
9,993.5016645176288,1,3,192.168,2,27,2,1,1
10,173.59902239198323,2,2,192.0,6,109,1,2,1
20,434.1823297510533,1,0,172.16,4,66,0,0,1
11,486.0588914995783,2,1,172.16,7,101,1,2,1
11,373.99427066973726,4,0,172.0,1,20,2,1,1
5,523.4509671585237,4,4,10.0,7,111,1,2,1
13,804.9990101211597,4,1,192.0,4,40,0,0,1
3,113.05578199905136,1,2,10.0,5,60,0,0,1
10,651.6340253039834,3,1,172.16,2,31,2,1,0
12,625.7402508051407,1,0,192.0,5,66,0,0,1
7,768.3816342564621,4,2,192.0,5,59,0,0,1
5,555.8077265851255,1,0,172.16,5,48,0,0,1
15,652.0935394942532,1,4,192.0,3,72,0,0,1
16,878.0623326623836,1,3,192.168,3,64,0,0,1
0,504.49642946964025,1,3,192.0,5,43,0,0,1
12,386.54995842556457,1,3,172.16,1,34,2,1,1
2,528.8884105644854,1,2,192.168,2,24,2,1,1
23,190.9016273120347,1,1,172.0,4,78,0,0,1
22,450.05721122638704,2,0,192.168,8,154,1,2,1
1,447.3843970153424,2,0,172.16,8,152,1,2,2
11,729.0946623087168,2,3,192.168,2,22,2,1,1
2,660.0782804063919,2,1,192.168,6,105,1,2,2
4,654.6625150933141,3,1,192.0,2,24,2,1,0
7,393.5596805995293,4,4,192.168,1,30,2,1,1
16,265.31037790685764,2,2,10.0,2,20,2,1,1
20,897.1192903145579,2,0,192.168,7,149,1,2,2
16,388.230714424886,4,1,10.0,5,63,0,0,1
1,724.235505371222,1,0,172.16,2,34,2,1,1
12,54.06322140909111,1,1,172.0,3,52,0,0,1
7,386.9614569423667,1,0,10.0,5,73,0,0,1
20,748.4765823591256,1,0,172.16,5,77,0,0,1
15,502.2660969317559,1,3,172.16,5,42,0,0,1
14,0.01,2,4,192.168,2,25,2,1,1
10,395.03251920609546,1,4,172.16,3,72,0,0,1
12,268.69310295584864,2,0,192.168,2,22,2,1,1
0,267.5304507229929,1,4,172.16,4,51,0,0,1
3,488.1014351894465,4,2,172.16,1,22,2,1,1
9,444.7203780349398,2,2,192.0,2,34,2,1,1
17,640.0769643466695,2,1,172.16,2,28,2,1,1
23,413.5306465609631,2,2,172.0,2,21,2,1,1
5,327.4310909250289,1,0,192.168,5,60,0,0,1
19,552.9837323190625,2,0,192.0,7,82,1,2,1
16,258.32239116632604,4,2,192.168,6,111,1,2,1
19,669.9660070275335,2,1,172.16,8,140,1,2,1
10,421.42139218877776,1,4,10.0,3,64,0,0,1
13,732.2335508279335,4,2,192.168,3,51,0,0,1
20,461.2913411248651,4,1,172.0,6,123,1,2,1
4,308.9004070064318,1,4,172.0,3,73,0,0,1
21,1027.1081173057803,0,3,192.168,1,27,2,1,0
0,192.82512741299612,1,2,172.0,3,75,0,0,1
16,439.0728868601455,1,0,192.168,4,64,0,0,1
13,421.5626441007163,4,1,192.168,2,33,2,1,1
0,616.817161297681,4,3,172.0,3,75,0,0,1
12,676.9234880521354,2,0,192.0,7,152,1,2,1
22,379.2641706864341,2,2,172.0,8,80,1,2,1
11,793.1713862601541,2,0,10.0,7,87,1,2,2
14,478.11822431691553,1,1,192.0,2,33,2,1,1
13,201.7538401092364,2,1,192.0,7,91,1,2,1
11,294.9059188103977,1,0,172.16,1,39,2,1,1
1,871.9090582208528,1,4,172.16,2,30,2,1,1
7,749.6591447443658,2,3,10.0,8,153,1,2,2
22,563.2808867086964,3,3,192.168,2,24,2,1,0
6,586.0666137701385,2,3,192.168,8,82,1,2,2
16,245.04530879315865,2,0,10.0,2,28,2,1,1
20,419.7451994868436,2,2,172.0,6,125,1,2,1
14,402.9266921497287,2,2,192.168,7,105,1,2,1
13,250.8450018275998,4,1,192.168,2,26,2,1,1
19,408.3669589248302,2,2,192.0,1,39,2,1,1
0,700.6893973615428,1,0,192.168,3,43,0,0,1
14,661.5761592978201,2,1,172.0,8,136,1,2,1
13,131.3297023717614,2,2,172.0,8,112,1,2,1
9,102.23205667288325,2,0,10.0,1,29,2,1,1
18,153.17786147801309,4,1,192.0,1,33,2,1,1
11,721.9128946242555,1,4,172.0,5,50,0,0,1
10,145.34956871148415,4,4,192.168,5,40,0,0,1
3,496.2329419140551,1,4,192.0,3,47,0,0,1
17,860.9719775458191,2,2,10.0,6,81,1,2,2
12,768.43045870896,3,3,192.168,1,36,2,1,0
5,414.6458916858732,1,1,172.16,3,65,0,0,1
13,820.8725290386614,4,1,192.0,6,144,1,2,1
10,168.77331819068104,4,0,10.0,4,52,0,0,1
17,506.7153634886794,2,2,192.0,2,21,2,1,1
17,785.904480901762,1,0,192.168,5,60,0,0,1
14,343.6288515079128,1,2,192.168,4,76,0,0,1
11,1217.9047483016475,1,2,192.168,2,28,2,1,1
22,584.4640929110226,3,4,172.0,1,22,2,1,0
2,607.5725890392566,3,1,192.168,1,25,2,1,0
5,317.14904119677726,1,3,172.16,3,46,0,0,1
11,261.02928434207087,1,2,172.16,3,75,0,0,1
17,639.5688690677434,4,2,172.0,8,96,1,2,1
20,420.9049421927031,2,4,172.0,6,111,1,2,1
1,431.7042344244183,2,4,172.0,8,151,1,2,2
23,1198.3048306036117,0,4,192.168,2,39,2,1,0
21,560.0811710874751,4,1,172.0,8,139,1,2,1
10,562.5672529176926,1,4,172.0,2,22,2,1,1
1,689.613691770697,2,2,192.168,7,100,1,2,2
16,195.6931492339692,2,2,10.0,8,137,1,2,1
6,605.2555605490113,3,3,192.168,1,32,2,1,0
1,802.9577771862862,3,0,192.0,1,39,2,1,0
6,859.8799073798555,1,2,172.0,4,60,0,0,1
4,540.7585101679232,4,2,172.16,6,148,1,2,1
21,378.822580071202,2,1,10.0,2,34,2,1,1
17,1001.3800400204964,1,1,10.0,4,46,0,0,1
19,481.2629100621813,4,0,10.0,6,117,1,2,1
17,494.2964451637424,3,3,172.0,2,21,2,1,0
18,752.4071972787053,2,3,192.0,8,123,1,2,2
23,419.99890953086265,2,1,192.0,6,117,1,2,1
10,279.2176878916151,2,1,192.0,8,95,1,2,1
21,391.9848764284938,4,0,172.0,5,48,0,0,1
19,711.3405579533392,4,0,172.16,8,131,1,2,1
3,359.7345301207868,2,0,192.168,2,22,2,1,1
22,791.0874413251543,4,2,192.168,8,155,1,2,1
14,564.1681447010985,4,2,192.168,6,134,1,2,1
9,311.4533267101462,2,0,192.168,8,119,1,2,1
21,629.8824801862709,0,1,172.16,2,33,2,1,0
21,112.78982855202946,4,3,172.0,2,38,2,1,1
6,115.6122508964902,1,4,172.0,1,25,2,1,1
1,242.67752350731456,2,2,192.168,8,91,1,2,2
22,579.2789600360551,4,0,192.168,7,96,1,2,1
12,630.3319992503323,1,1,172.16,3,72,0,0,1
13,825.6365066701204,4,0,172.16,8,107,1,2,1
22,644.4071046386725,1,0,10.0,3,55,0,0,1
19,737.7970326031511,4,4,172.16,8,108,1,2,1
7,774.4509339910544,4,4,192.0,1,31,2,1,1
0,131.9560534608869,1,2,172.16,4,75,0,0,1
9,616.1557871756974,3,0,192.168,1,35,2,1,0
4,734.8583760485906,1,3,10.0,4,58,0,0,1
23,699.5850698199181,2,1,192.0,6,153,1,2,1
11,653.1586674695228,1,2,10.0,5,68,0,0,1
3,158.7608201510825,3,2,10.0,2,35,2,1,0
13,566.788146569095,4,1,172.16,7,89,1,2,1
13,658.5986602543476,2,2,192.168,6,100,1,2,1
17,245.99908659479104,1,0,172.16,4,74,0,0,1
4,114.502851400729,1,0,172.16,3,43,0,0,1
22,170.328387788363,1,2,192.0,3,68,0,0,1
17,403.2145075127712,4,3,192.168,4,62,0,0,1
23,531.2055836195835,1,4,10.0,3,61,0,0,1
14,75.8067436352793,2,1,192.0,6,84,1,2,1
6,626.1952978712561,1,2,10.0,1,35,2,1,1
5,607.0773719073085,2,1,192.168,8,159,1,2,2
2,281.5297125904426,2,1,10.0,6,128,1,2,2
2,284.4537179685028,4,2,192.0,2,38,2,1,1
10,678.4072233548943,1,3,10.0,3,43,0,0,1
23,120.47283218379933,1,2,172.0,2,28,2,1,1
17,815.6310698127656,3,1,172.0,2,24,2,1,0
15,716.1309919240321,1,4,192.0,3,40,0,0,1
16,279.79175200918087,1,0,192.0,1,34,2,1,1
4,150.04296461049768,1,3,10.0,4,69,0,0,1
20,676.7670601420762,4,0,192.0,3,47,0,0,1
14,523.7953516344346,4,4,172.16,8,147,1,2,1
2,406.108842373394,0,3,172.0,1,25,2,1,0
5,307.7902579819599,1,3,192.0,3,43,0,0,1
8,297.63327832265315,0,1,192.168,2,30,2,1,0
1,923.7513929624046,4,2,10.0,8,142,1,2,1
21,321.22460193298406,2,2,192.168,7,96,1,2,1
19,0.01,4,1,192.168,4,58,0,0,1
2,382.7082706406521,1,0,172.0,3,56,0,0,1
9,360.0134483002114,2,2,192.0,2,27,2,1,1
6,555.7709155781886,4,3,172.0,3,47,0,0,1
9,659.8475147162247,1,2,172.16,4,41,0,0,1
2,55.57278811817673,4,2,10.0,8,136,1,2,1
21,505.1387414257392,1,4,172.0,4,79,0,0,1
11,505.98041291610576,1,1,172.16,5,55,0,0,1
9,586.1716619321699,2,1,192.168,8,113,1,2,1
1,605.2903119647681,3,4,10.0,1,32,2,1,0
13,496.9930298108314,3,0,10.0,2,23,2,1,0
20,658.1932919034548,2,1,192.0,2,21,2,1,1
9,387.2444852437361,4,2,192.168,8,104,1,2,1
19,770.6856706930532,4,4,172.16,7,88,1,2,1
4,156.07998023338305,4,2,10.0,2,38,2,1,1
9,468.2083208626005,1,1,10.0,1,32,2,1,1
15,504.8409718876071,2,3,192.0,6,120,1,2,1
9,0.01,1,1,192.168,5,67,0,0,1
22,320.7221305356295,2,1,10.0,8,100,1,2,1
9,214.585785827704,2,2,10.0,7,142,1,2,1
4,238.7753249662612,1,1,172.0,4,66,0,0,1
8,1063.5787531762148,4,1,172.0,6,129,1,2,1
6,0.01,4,2,10.0,5,75,0,0,1
9,328.03565007235784,0,0,10.0,1,29,2,1,0
7,685.5524328741745,2,1,172.16,1,27,2,1,1
20,847.8382637661853,1,0,172.16,5,60,0,0,1
20,676.2879926744274,4,0,10.0,5,68,0,0,1
1,548.5440090878424,2,0,10.0,6,128,1,2,2
1,497.7302436019485,1,2,192.0,4,40,0,0,1
17,303.1203835691925,4,1,172.16,1,22,2,1,1
19,437.4509475615572,4,3,10.0,6,93,1,2,1
2,126.59004576574614,2,3,172.16,8,159,1,2,2
12,943.5445753841864,1,2,10.0,3,67,0,0,1
8,273.7149434620676,1,4,172.0,5,48,0,0,1
14,293.43198635111645,2,1,10.0,8,88,1,2,1
13,754.5455464433693,1,3,172.16,3,77,0,0,1
13,554.6050410031283,2,2,192.168,2,25,2,1,1
18,807.2783377224298,1,1,192.0,4,79,0,0,1
21,781.4603870479511,2,4,192.168,8,119,1,2,2
20,426.7023921559624,3,2,192.168,2,30,2,1,0
18,547.8457839522735,3,3,172.16,2,22,2,1,0
22,273.3506368783368,4,1,172.0,2,39,2,1,1
18,549.4320993159355,2,4,172.16,7,125,1,2,1
5,206.4798947301965,1,2,192.0,2,26,2,1,1
17,567.6322595852992,3,3,192.168,2,25,2,1,0
8,520.0888020260319,4,2,10.0,8,101,1,2,1
2,355.5851681353598,4,1,172.0,5,76,0,0,1
21,12.758125204581802,2,3,172.16,1,30,2,1,1
21,679.0262489577128,4,4,192.168,6,123,1,2,1
6,386.21154651845904,2,0,10.0,8,114,1,2,2
6,518.9600727751549,2,1,10.0,7,82,1,2,2
8,386.2514039815284,2,0,192.0,2,26,2,1,1
1,542.5196367649439,1,3,192.0,2,21,2,1,1
8,679.6503545041439,2,2,192.0,8,138,1,2,1
14,643.654390684565,2,3,10.0,6,131,1,2,1
7,277.9491604280321,1,1,172.0,5,52,0,0,1
8,555.1352648734679,3,0,192.0,2,27,2,1,0
7,692.9671740808537,1,1,10.0,1,20,2,1,1
9,453.3649601706493,3,3,192.0,1,38,2,1,0
12,263.91474913002446,0,4,192.0,2,25,2,1,0
22,0.01,2,1,192.168,8,107,1,2,1
14,683.688702744384,2,2,192.0,6,147,1,2,1
0,591.6331666870924,4,0,172.0,2,27,2,1,1
10,572.8834633489062,4,4,172.16,6,108,1,2,1
19,428.3638054851717,4,2,192.168,3,41,0,0,1
4,30.319127310889257,1,1,10.0,4,49,0,0,1
18,642.6516174705034,4,0,172.16,5,63,0,0,1
4,540.393210511828,0,1,192.0,1,26,2,1,0
10,624.72994982859,2,3,172.16,1,26,2,1,1
11,263.0973544292003,0,4,10.0,2,39,2,1,0
20,237.58765108293403,2,2,192.168,6,110,1,2,1
2,113.89422097783284,1,1,192.168,4,73,0,0,1
1,485.2774282447562,2,1,172.0,2,37,2,1,1
17,693.0940552613366,1,3,10.0,3,42,0,0,1
22,822.3660691250727,3,1,172.0,1,24,2,1,0
0,126.95407855057948,1,4,192.0,5,66,0,0,1
21,596.2214573248066,1,3,172.0,5,69,0,0,1
4,185.3574969935803,1,3,172.0,5,47,0,0,1
20,622.2350052124322,1,4,192.0,3,43,0,0,1
23,500.1541072769253,4,0,172.16,3,56,0,0,1
14,677.2428565230655,3,4,172.0,1,23,2,1,0
8,746.2533084102845,4,1,10.0,8,90,1,2,1
12,278.69802939747814,1,1,172.0,1,34,2,1,1
20,502.6532321790825,4,1,172.16,4,58,0,0,1
11,137.291126462889,1,4,192.168,2,28,2,1,1
8,352.1612312403894,2,1,10.0,2,22,2,1,1
17,460.6250718451377,4,4,10.0,2,32,2,1,1
9,891.8549213221598,2,0,10.0,7,97,1,2,2
20,928.97130735207,2,2,192.168,2,36,2,1,1
3,539.5097232004431,1,1,172.0,3,40,0,0,1
8,671.9259333405378,4,3,172.16,2,31,2,1,1
4,558.8163238260313,1,3,172.0,5,56,0,0,1
21,809.3175680993581,4,3,192.0,3,57,0,0,1
14,13.714045825977736,4,3,10.0,6,82,1,2,1
3,438.2186263378408,2,0,192.168,1,26,2,1,1
2,565.1200758175585,2,1,10.0,1,32,2,1,1
6,224.16600391236489,2,0,172.0,7,92,1,2,2
2,421.0766691399696,2,0,10.0,8,126,1,2,2
19,788.1454050689342,1,1,192.168,1,30,2,1,1
14,545.1921213695028,2,3,192.168,6,153,1,2,1
21,0.01,1,4,172.0,3,61,0,0,1
17,794.5515421027787,2,0,172.16,6,150,1,2,2
22,384.73585969123815,4,3,172.16,6,122,1,2,1
21,139.7107960297248,4,1,172.16,6,155,1,2,1
1,564.0137093453033,4,3,172.16,2,26,2,1,1
0,356.7222311457117,1,3,10.0,5,50,0,0,1
23,327.8660826043289,4,0,10.0,2,21,2,1,1
13,693.317316430803,4,0,192.168,1,28,2,1,1
15,925.4012056291853,1,0,172.16,2,33,2,1,1
22,1020.363468705226,0,2,172.0,1,26,2,1,0
16,761.1408588050247,1,1,192.0,3,70,0,0,1
0,575.7430542032195,1,4,192.0,5,75,0,0,1
21,630.7165024663351,0,3,192.168,1,32,2,1,0
22,159.23079824330364,2,4,10.0,1,21,2,1,1
22,574.6275876044806,2,3,172.0,1,22,2,1,1
19,529.1272078882607,2,2,192.168,6,135,1,2,1
5,606.0356587515705,4,2,172.0,8,139,1,2,1
22,558.8614435308534,1,4,172.16,2,29,2,1,1
19,0.01,1,4,10.0,2,36,2,1,1
1,195.5858445353036,1,3,172.0,5,43,0,0,1
10,459.0982931830217,1,4,10.0,4,56,0,0,1
